id,survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
2956,1,8,19,41,2,1986,4,0,3,10,4.0,2007.0,0,1,0,94.0,0,160,92,4,5,3,2,1.0,1,1,3,4,3,1,1,5,2,3,5,2,3,2,5,5,3,1,4,3,2,3.0,3.0,2,4,7,6,8,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,3,2,1,2,2,0,2,2.0,3,2010.0,1986.0,2010.0,9.0,1.0,2.0,30000.0,1.0,4.0,1.0,1955,3,1,3,1957,3,1,2,2,3,3,3,100000.0,5,5,4,4,5,5,3,5,2,2,4,3,1,3,90,90.0,80,80,80.0,80,80,80,80,3,2015,3,20,8,5,29
2957,1,15,40,71,2,1971,1,1,1,11,4.0,1990.0,70000,1,0,137.0,2,160,102,4,4,5,4,1.0,4,4,1,4,5,1,1,4,3,1,5,3,3,1,1,5,5,1,3,3,4,7.0,2.0,3,2,7,7,7,5,1,3.0,25.0,1.0,3.0,1,1,2,2,150000.0,3,4,1,1,2,0,1,0.0,3,1995.0,1969.0,1995.0,11.0,1.0,5.0,80000.0,1.0,3.0,1.0,1947,4,1,3,1948,4,1,2,2,1,4,2,120000.0,4,4,4,4,5,5,3,5,3,5,-8,5,1,2,70,70.0,70,70,70.0,70,70,70,70,6,2015,3,11,7,2,44
2958,1,31,87,132,1,1959,1,1,1,6,4.0,-2.0,10000,1,0,81.0,6,168,135,4,4,4,2,1.0,3,1,2,4,1,2,2,5,2,2,5,4,4,3,1,5,5,5,1,3,2,-1.0,-1.0,1,3,4,5,5,3,1,5.0,32.0,2.0,3.0,1,2,2,2,20000.0,2,2,1,2,2,1,1,0.0,3,1985.0,1960.0,1985.0,7.0,1.0,2.0,10000.0,5.0,-1.0,-1.0,-2,4,1,1,-2,4,1,1,3,3,3,3,50000.0,3,3,3,3,4,3,2,3,3,3,3,3,1,2,80,60.0,70,80,70.0,70,60,70,80,6,2015,3,16,8,4,56
2959,2,10,26,48,1,1974,1,1,1,7,4.0,1990.0,30000,1,0,150.0,10,170,130,4,4,4,1,1.0,2,2,2,3,4,2,2,5,4,3,5,4,3,4,4,5,4,1,2,3,3,2.0,3.0,2,3,7,6,7,6,1,1.0,8.0,1.0,1.0,1,1,2,2,30000.0,4,3,1,1,2,1,1,2.0,3,1999.0,1975.0,1999.0,4.0,1.0,1.0,0.0,5.0,-1.0,-1.0,1950,3,1,2,1949,1,1,2,2,1,4,2,60000.0,4,4,3,3,4,4,3,4,3,3,3,3,2,3,80,70.0,80,80,80.0,80,80,90,80,0,2015,3,7,7,1,41
2960,2,21,62,98,2,1960,1,0,1,3,2.0,-1.0,20000,1,0,120.0,8,162,120,2,2,4,1,1.0,1,1,1,5,1,1,1,5,4,5,5,2,4,5,5,5,5,5,4,3,1,1.0,5.0,2,3,2,1,4,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,50000.0,3,4,1,2,2,0,3,0.0,3,1986.0,1963.0,1986.0,3.0,1.0,1.0,20000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,-8,1,2,3,2,-8,-8,-2.0,4,4,4,4,4,-8,3,-8,-8,-8,-8,-8,3,5,100,85.0,-2,80,-2.0,90,-2,70,85,3,2015,3,10,7,2,55
2961,1,5,8,24,2,1947,1,0,2,3,3.0,-1.0,18000,1,0,70.0,2,155,110,3,4,4,1,2.0,2,2,5,5,1,1,1,5,5,5,5,1,1,5,3,5,5,5,4,4,1,2.0,2.0,2,4,3,3,3,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,40000.0,2,3,1,2,2,2,1,0.0,3,1967.0,1947.0,1967.0,3.0,1.0,1.0,30000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,3,1,2,2,2,4,2,30000.0,5,5,5,5,5,5,3,5,5,-8,-8,-8,1,5,100,50.0,50,60,0.0,80,80,80,80,0,2015,3,10,8,2,68
2962,1,7,18,35,1,1963,1,1,1,7,4.0,1981.0,40000,1,0,60.0,2,176,150,4,5,4,2,1.0,3,1,1,4,2,1,1,4,5,3,-8,4,4,5,5,5,5,4,2,3,2,6.0,6.0,2,2,5,4,6,3,1,3.0,30.0,1.0,3.0,1,1,2,2,60000.0,3,3,1,2,2,1,0,1.0,3,-3.0,1963.0,-3.0,10.0,1.0,2.0,20000.0,5.0,-1.0,-1.0,1927,6,1,1,1935,1,1,15,2,2,4,2,60000.0,4,3,-8,-8,5,5,3,4,4,-8,-8,-8,2,3,80,60.0,60,70,60.0,80,70,80,80,0,2015,3,10,8,2,52
2963,1,11,31,54,2,1961,1,1,1,4,4.0,1977.0,-1,1,0,200.0,2,165,145,4,5,5,1,1.0,2,2,2,4,2,1,1,5,4,5,5,5,5,5,5,5,5,5,2,4,2,3.0,3.0,5,3,2,1,2,1,1,-8.0,-1.0,-8.0,-8.0,1,1,2,2,-3.0,2,3,1,2,2,0,2,0.0,3,-2.0,1954.0,-2.0,4.0,1.0,1.0,-1.0,5.0,-1.0,-1.0,-2,1,1,-8,-2,1,1,-8,2,1,4,2,50000.0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,80,90.0,80,80,80.0,80,80,80,80,5,2015,3,17,7,4,54
2964,1,7,18,36,1,1934,1,1,1,12,2.0,-1.0,50000,4,1,37.0,256,167,130,4,4,4,4,1.0,4,1,4,4,1,1,2,5,5,1,5,2,2,5,5,5,5,5,2,3,3,3.0,6.0,1,4,5,5,5,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,50000.0,1,4,1,2,2,2,3,0.0,7,1955.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,1,-2,1,1,15,1,2,4,2,60000.0,4,3,4,4,4,4,4,4,3,4,1,4,3,3,90,80.0,90,90,80.0,90,90,90,90,5,2015,3,11,8,2,81
2965,1,1,1,1,1,1942,1,1,1,10,4.0,-2.0,60000,4,1,72.0,256,170,144,4,4,4,5,1.0,3,3,3,4,4,4,1,4,4,3,4,4,4,3,3,4,5,2,3,4,3,5.0,3.0,2,3,6,7,6,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,100000.0,2,3,2,2,4,0,1,0.0,3,1968.0,1945.0,1968.0,10.0,1.0,5.0,48500.0,5.0,-1.0,-1.0,1922,2,1,-8,1922,1,1,2,2,2,3,2,76000.0,3,2,3,2,4,4,2,3,3,3,3,3,1,4,70,70.0,60,60,60.0,60,60,70,60,0,2015,3,16,8,4,73
2966,2,22,65,104,2,1957,1,1,1,4,4.0,1972.0,0,1,0,200.0,2,155,105,1,1,2,1,1.0,1,1,1,4,1,1,1,4,3,5,5,4,4,5,4,5,5,5,2,4,2,1.0,2.0,1,3,5,5,-8,2,6,-1.0,-1.0,-1.0,-1.0,2,2,2,2,30000.0,4,3,1,2,2,2,0,0.0,3,1980.0,1954.0,1980.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1937,3,1,2,1938,1,1,2,2,2,4,-8,50000.0,4,3,3,4,5,-8,3,3,3,3,-8,-8,1,5,60,60.0,40,50,70.0,60,80,50,60,4,2015,3,9,7,2,58
2967,1,15,40,71,1,1952,1,1,1,4,4.0,1969.0,-3,1,0,55.0,2,174,125,5,4,4,2,1.0,2,2,2,5,5,1,2,5,5,3,3,4,3,3,3,4,4,1,4,1,1,3.0,2.0,1,2,4,3,4,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-3.0,3,3,2,1,2,1,0,0.0,3,1986.0,1953.0,1986.0,7.0,1.0,2.0,-3.0,5.0,-1.0,-1.0,1921,3,1,9,1922,1,1,15,2,1,3,3,10000000.0,4,3,3,-8,3,2,2,4,3,3,3,3,1,2,60,40.0,0,60,60.0,60,60,60,80,4,2015,3,19,7,5,63
2968,1,27,80,120,1,1972,1,1,1,4,4.0,-2.0,30000,1,0,93.0,2,168,72,5,4,4,1,3.0,2,2,3,5,1,1,1,5,3,4,5,3,3,5,5,5,5,5,2,4,1,5.0,3.0,3,4,7,5,9,5,1,2.0,6.0,1.0,4.0,1,1,2,2,60000.0,5,3,2,1,2,1,0,0.0,3,-2.0,1971.0,-2.0,4.0,1.0,1.0,20000.0,1.0,2.0,1.0,-2,4,1,2,-2,4,1,2,2,1,4,2,60000.0,4,4,4,4,4,3,4,4,4,5,-8,-8,4,4,70,70.0,100,70,70.0,70,90,100,70,1,2015,3,19,7,5,43
2969,1,22,66,106,2,1962,1,1,1,3,4.0,1974.0,40000,1,0,110.0,2,163,100,1,2,3,1,1.0,1,1,1,4,1,1,1,4,4,4,4,4,3,5,5,4,1,5,3,2,1,3.0,3.0,1,1,3,5,3,4,1,5.0,22.0,2.0,4.0,2,2,2,2,40000.0,1,2,1,2,2,1,1,0.0,7,1982.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1931,6,1,3,1931,1,1,2,3,3,5,3,60000.0,2,2,2,2,5,3,3,2,2,2,2,2,1,4,90,80.0,70,80,70.0,80,80,80,80,0,2015,3,14,7,4,53
2970,2,28,81,122,2,1943,1,1,2,3,2.0,-1.0,-1,1,0,100.0,2,153,95,2,3,3,1,1.0,1,1,2,2,1,1,3,5,2,5,5,4,2,5,5,5,5,5,3,3,1,1.0,1.0,2,4,5,4,6,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,2,2,1,2,2,1,2,0.0,7,1965.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1925,2,1,2,1924,1,1,2,3,3,-8,-8,20000.0,5,4,5,4,5,-8,3,-8,3,4,3,-8,1,4,80,70.0,70,80,70.0,80,80,90,70,6,2015,3,7,8,1,72
2971,1,4,7,14,2,1971,1,1,1,4,4.0,-2.0,20000,1,0,60.0,16,164,130,3,5,5,2,1.0,1,1,1,5,4,1,1,5,2,4,5,5,5,5,5,5,5,1,4,5,2,7.0,7.0,1,4,1,1,10,1,1,3.0,20.0,1.0,3.0,1,1,2,2,-3.0,4,3,1,2,2,0,1,1.0,3,1995.0,1968.0,1995.0,4.0,1.0,2.0,-3.0,6.0,-1.0,-1.0,1947,3,4,1,1946,3,4,1,3,1,4,2,60000.0,4,3,-8,-8,5,5,2,4,3,4,-8,4,1,3,70,50.0,30,80,80.0,80,70,70,80,6,2015,4,14,10,4,44
2972,1,12,32,59,2,1966,1,1,1,4,4.0,1983.0,30000,1,0,46.0,256,160,126,3,4,4,2,1.0,3,3,2,4,2,2,1,4,2,2,4,2,2,1,2,4,2,3,3,3,2,2.0,3.0,2,2,5,7,8,7,1,5.0,25.0,2.0,4.0,1,1,2,2,30000.0,3,2,1,2,2,0,1,0.0,3,1992.0,1963.0,1992.0,4.0,1.0,2.0,0.0,5.0,-1.0,-1.0,1930,1,1,1,1934,4,1,2,3,2,2,2,50000.0,2,2,-8,-8,4,4,2,4,-8,4,-8,4,2,4,90,70.0,50,60,60.0,70,70,80,80,2,2015,3,14,8,4,49
2973,2,2,2,9,1,1978,8,1,1,3,2.0,-1.0,10000,1,0,400.0,22,164,120,3,3,4,1,1.0,1,1,1,4,1,3,1,5,4,4,5,4,3,3,4,5,3,5,4,4,2,3.0,2.0,1,4,5,5,7,3,1,2.0,10.0,1.0,1.0,1,1,2,2,-2.0,6,3,1,1,2,1,1,2.0,3,2002.0,1984.0,2002.0,4.0,1.0,1.0,-2.0,1.0,2.0,1.0,1954,3,1,5,1956,3,1,2,2,2,3,3,-2.0,5,3,3,3,5,3,3,-8,4,5,-8,-8,1,3,60,60.0,70,70,70.0,70,70,60,70,4,2015,3,10,7,2,37
2974,1,2,5,12,2,1973,8,1,1,3,4.0,1985.0,18000,1,0,100.0,4,160,120,5,5,4,1,1.0,2,2,3,4,3,2,1,4,2,4,4,3,3,4,1,5,2,2,4,4,1,1.0,2.0,2,4,5,5,5,5,1,3.0,1.0,1.0,3.0,1,2,2,2,30000.0,4,3,1,2,2,1,1,2.0,3,1995.0,1967.0,1995.0,4.0,1.0,5.0,12000.0,1.0,5.0,1.0,1945,1,1,2,1945,1,1,2,2,2,3,3,50000.0,3,3,3,3,4,3,3,-8,2,-8,-8,-8,1,2,80,70.0,-2,-2,65.0,-2,60,-2,-2,2,2015,3,14,8,4,42
2975,2,24,70,110,1,1953,1,1,3,4,2.0,1968.0,2040,4,1,75.0,1,170,137,4,2,5,1,1.0,1,1,1,5,1,1,1,5,3,5,5,4,5,5,1,5,5,5,3,5,1,2.0,6.0,1,1,1,1,1,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,4080.0,2,3,2,2,2,2,2,0.0,3,1975.0,1954.0,1975.0,3.0,4.0,1.0,2040.0,4.0,-1.0,-1.0,1922,2,1,2,1930,1,1,15,2,2,5,4,150.0,1,1,5,2,5,5,2,5,4,4,4,4,1,4,60,60.0,60,60,50.0,30,50,60,60,6,2015,3,19,8,5,62
2976,1,12,32,56,2,1940,1,1,1,6,4.0,-2.0,40000,4,1,135.0,2,160,95,4,3,3,2,2.0,5,2,3,4,1,2,1,4,1,1,2,4,4,2,1,5,5,5,4,4,2,2.0,2.0,1,4,5,4,8,3,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,70000.0,2,3,1,1,2,0,1,0.0,3,-3.0,1930.0,-3.0,9.0,4.0,2.0,50000.0,5.0,-1.0,-1.0,-2,3,1,1,-3,3,1,1,2,2,3,2,500000.0,3,3,-8,-8,4,4,3,4,3,3,-8,3,2,4,60,70.0,60,60,60.0,70,60,60,60,5,2015,3,9,8,2,75
2977,2,28,81,121,2,1957,1,1,1,4,4.0,1974.0,50000,1,0,120.0,4,155,110,4,4,4,1,1.0,2,2,3,4,3,2,3,4,4,3,4,3,3,4,2,4,3,3,3,3,3,4.0,4.0,2,3,3,2,2,3,1,2.0,12.0,1.0,4.0,1,1,2,2,80000.0,4,3,1,2,2,3,0,0.0,3,1978.0,1950.0,1978.0,3.0,1.0,1.0,50000.0,1.0,2.0,1.0,1940,1,1,16,1941,1,1,2,1,2,4,2,100000.0,4,3,4,4,5,4,3,4,2,2,2,3,2,4,85,80.0,70,80,70.0,65,60,80,70,5,2015,3,10,8,2,58
2978,1,22,66,105,2,1994,1,1,1,7,4.0,2010.0,20000,1,0,80.0,256,156,110,4,4,3,1,2.0,2,2,2,2,4,2,3,4,4,4,4,4,4,3,4,4,5,2,2,4,2,7.0,5.0,1,3,5,5,5,5,1,3.0,1.0,2.0,3.0,1,2,2,2,20000.0,1,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,4,1,2,-2,4,1,2,3,1,4,2,-2.0,4,4,4,4,4,4,2,4,2,3,3,3,1,3,80,80.0,80,80,80.0,80,80,80,80,4,2015,3,17,7,4,21
2979,1,27,79,119,1,1934,1,1,1,4,2.0,1956.0,32400,1,0,41.0,6,173,110,2,2,5,4,1.0,1,1,5,2,5,5,4,5,5,4,5,5,5,3,1,5,5,5,1,5,1,-1.0,-1.0,1,4,1,1,1,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,64800.0,2,2,1,2,2,2,1,0.0,3,1955.0,1935.0,1955.0,4.0,1.0,4.0,32400.0,6.0,-1.0,-1.0,-2,-8,1,-8,-2,-8,1,-8,1,1,4,2,32400.0,4,3,3,3,4,4,2,4,4,4,3,3,2,3,80,50.0,50,80,60.0,70,80,80,80,3,2015,3,16,7,4,81
2980,2,21,62,98,2,1953,8,1,1,1,-1.0,-1.0,2000,1,0,98.0,4,150,80,2,3,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,4,4,4,4,3,5,3,2,1,3.0,6.0,2,3,1,1,1,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000.0,5,2,1,2,2,1,1,0.0,3,1972.0,1950.0,1972.0,3.0,2.0,1.0,2000.0,2.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,4,2,5000.0,5,4,3,2,5,5,2,5,4,3,3,3,2,4,50,40.0,40,60,50.0,50,60,60,70,4,2015,3,12,7,3,62
2981,1,13,36,67,1,1986,6,1,1,11,4.0,2008.0,70000,1,0,88.0,256,165,118,4,5,5,1,3.0,2,2,2,2,4,3,4,4,3,4,5,3,3,2,2,4,5,1,2,4,4,7.0,2.0,3,4,2,1,8,1,1,3.0,8.0,1.0,3.0,1,1,1,1,100000.0,3,3,1,2,2,1,0,0.0,3,2014.0,1991.0,2014.0,6.0,1.0,1.0,30000.0,5.0,-1.0,-1.0,1963,6,1,5,1964,4,1,5,1,2,5,3,150000.0,4,4,4,4,4,4,3,4,4,4,-8,3,3,3,70,60.0,50,80,80.0,70,85,70,50,2,2015,3,11,9,2,29
2982,2,29,83,126,1,1967,1,1,1,3,2.0,-1.0,6000,1,0,210.0,2,170,114,4,3,4,1,1.0,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6.0,6.0,1,4,4,3,4,4,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,6000.0,3,3,1,2,2,0,2,1.0,3,1990.0,1966.0,1990.0,3.0,1.0,1.0,0.0,6.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,20000.0,4,5,4,5,5,5,5,5,5,4,-8,-8,3,4,90,100.0,90,100,90.0,100,100,100,80,4,2015,3,12,7,3,48
2983,1,6,15,31,1,1966,1,1,1,1,-1.0,-1.0,50000,1,0,100.0,256,165,120,3,3,3,1,1.0,2,2,2,5,5,1,1,2,2,5,5,5,5,5,5,5,5,1,2,2,2,3.0,4.0,2,3,4,3,3,4,1,1.0,10.0,1.0,4.0,1,2,2,2,80000.0,2,3,0,1,2,0,0,0.0,6,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1942,1,1,2,-2,-8,1,2,2,2,3,2,100000.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,80,80.0,80,80,80.0,80,80,80,80,5,2015,3,11,8,2,49
2984,2,16,46,78,2,1966,1,0,1,3,4.0,1980.0,0,1,0,160.0,4,158,120,5,5,3,1,1.0,1,1,1,4,1,1,1,5,1,5,5,3,2,4,4,5,4,5,4,4,1,1.0,1.0,1,4,3,1,5,1,2,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,3,3,1,2,2,1,2,0.0,3,1987.0,1966.0,1987.0,4.0,1.0,1.0,30000.0,1.0,5.0,1.0,1948,1,1,2,1945,1,1,2,2,1,4,2,50000.0,5,4,4,4,4,4,4,5,4,4,-8,-8,4,5,70,60.0,60,60,60.0,60,30,60,80,4,2015,3,7,7,1,49
2985,2,21,62,98,1,1946,8,1,1,3,4.0,-2.0,10000,1,0,120.0,8,156,90,2,2,2,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,4,5,3,3,1,6.0,6.0,2,3,1,1,1,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,55000.0,4,3,1,2,2,2,4,0.0,3,-2.0,1952.0,-2.0,1.0,1.0,1.0,-2.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,4,2,20000.0,5,4,4,3,5,4,3,4,3,3,3,3,2,5,50,60.0,60,70,40.0,65,30,50,70,3,2015,3,12,7,3,69
2986,1,12,32,57,1,1989,1,1,1,7,4.0,2009.0,-3,1,0,93.0,256,183,200,4,5,5,4,3.0,2,2,2,4,4,1,1,3,2,4,4,3,3,1,4,4,4,1,3,3,3,3.0,3.0,3,2,5,2,6,3,1,1.0,10.0,1.0,1.0,1,1,1,2,-2.0,3,3,2,1,2,1,0,1.0,3,2013.0,1988.0,2013.0,7.0,1.0,1.0,-2.0,1.0,6.0,2.0,-2,4,1,1,-2,6,1,2,2,1,4,2,-2.0,3,3,4,3,4,3,2,2,3,2,-8,4,2,3,80,70.0,70,80,80.0,80,80,80,80,2,2015,3,17,9,4,26
2987,2,17,49,82,1,1960,1,1,1,4,4.0,-2.0,20000,1,0,160.0,2,170,130,5,5,5,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,4,5,5,5,4,2,1,1.0,3.0,1,2,3,2,4,1,1,5.0,10.0,2.0,4.0,1,1,2,2,20000.0,3,1,2,2,2,1,0,1.0,3,1998.0,1969.0,1998.0,3.0,1.0,1.0,10000.0,1.0,5.0,2.0,-2,3,4,3,-2,1,1,2,3,2,5,3,50000.0,5,4,4,4,5,4,2,5,4,4,-8,4,1,5,70,90.0,-2,80,60.0,70,80,90,90,1,2015,3,18,7,5,55
2988,1,24,71,111,2,1955,1,0,7,1,-1.0,-1.0,12000,1,0,250.0,4,160,110,4,5,3,5,1.0,1,1,3,5,1,1,1,5,2,5,4,2,2,5,4,5,2,5,5,5,1,1.0,2.0,1,3,3,5,3,5,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,25000.0,3,2,1,2,2,1,1,0.0,3,1979.0,1954.0,1979.0,7.0,1.0,5.0,13000.0,5.0,-1.0,-1.0,1930,3,1,9,1935,1,1,16,2,2,4,2,20000.0,5,4,-8,-8,5,5,3,5,5,4,5,5,3,5,80,60.0,70,90,90.0,70,60,50,70,3,2015,3,15,7,4,60
2989,1,22,65,104,2,1952,1,1,1,3,4.0,1964.0,0,1,0,60.0,4,155,135,3,5,5,4,1.0,1,1,3,4,1,1,1,5,5,2,5,5,5,5,5,5,2,5,1,4,1,-1.0,-1.0,6,4,4,3,5,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,3,3,2,2,2,1,1,0.0,3,1978.0,1949.0,1978.0,4.0,4.0,5.0,30000.0,1.0,2.0,1.0,1922,1,1,2,1929,1,1,2,3,1,4,3,48000.0,4,4,-8,-8,4,4,4,4,4,2,-8,2,2,4,80,80.0,80,80,80.0,80,80,80,80,1,2015,3,9,7,2,63
2990,1,27,77,117,1,1983,2,1,1,11,4.0,2005.0,30000,4,1,120.0,2,183,180,4,5,5,2,1.0,2,2,2,2,5,2,3,3,4,3,4,3,3,1,1,4,5,1,2,4,3,3.0,3.0,2,4,6,6,6,4,1,3.0,9.0,1.0,2.0,1,1,2,2,60000.0,3,3,1,1,2,0,1,1.0,3,2006.0,1984.0,2006.0,11.0,4.0,2.0,30000.0,1.0,3.0,1.0,1957,14,4,1,1954,3,1,12,2,2,3,2,30000.0,4,3,3,3,4,3,3,5,3,3,3,3,1,3,90,70.0,70,70,70.0,70,70,70,80,2,2015,3,9,7,2,32
2991,1,5,11,27,1,1947,1,1,1,9,4.0,-2.0,10000,4,1,40.0,256,170,120,4,3,3,2,2.0,1,1,2,2,1,1,2,5,4,3,4,3,2,3,1,5,5,5,4,4,2,1.0,1.0,2,4,2,5,1,1,1,5.0,49.0,2.0,4.0,1,2,2,2,20000.0,3,2,0,2,2,0,1,1.0,4,1970.0,1977.0,1999.0,6.0,1.0,2.0,10000.0,1.0,2.0,2.0,-2,1,1,16,-2,1,1,16,3,2,3,4,50000.0,4,4,4,4,5,5,4,5,3,3,-8,3,1,2,90,70.0,100,85,100.0,100,90,80,80,1,2015,3,9,7,2,68
2992,2,3,6,13,2,1940,1,1,1,1,-1.0,-1.0,600,1,0,120.0,4,160,100,1,2,3,1,1.0,1,1,1,2,1,1,2,5,4,5,5,4,4,5,5,5,4,5,2,4,1,3.0,3.0,1,4,8,5,8,1,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,1200.0,2,2,1,2,2,2,2,0.0,3,1958.0,1935.0,1958.0,3.0,1.0,1.0,600.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,1,3,2,1000.0,4,4,4,4,4,4,4,-8,4,-8,-8,4,1,5,30,30.0,30,50,60.0,80,60,40,30,3,2015,3,11,9,2,75
2993,2,13,35,65,1,1975,6,1,1,4,4.0,1992.0,-2,4,1,100.0,16,170,140,4,4,4,1,1.0,1,1,1,4,4,1,1,5,4,5,5,4,4,1,5,5,5,1,4,3,2,1.0,3.0,2,3,3,2,4,2,2,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2.0,2,2,1,2,2,1,0,0.0,3,2003.0,1978.0,2003.0,3.0,1.0,1.0,-2.0,2.0,-1.0,-1.0,1950,3,1,2,1949,1,1,2,2,1,3,3,30000.0,4,4,4,4,4,4,2,3,2,-8,-8,-8,1,5,60,70.0,60,70,60.0,0,20,80,80,0,2015,3,13,9,3,40
2994,2,19,57,92,2,1968,1,1,1,3,4.0,-2.0,50000,1,0,90.0,4,160,120,4,4,4,1,1.0,1,1,1,4,2,1,1,5,5,5,5,4,4,5,5,5,5,5,3,2,1,4.0,4.0,1,3,5,5,6,5,1,2.0,-2.0,1.0,1.0,1,1,2,2,-3.0,4,3,1,2,2,0,1,0.0,3,1993.0,1967.0,1993.0,4.0,1.0,1.0,-3.0,1.0,3.0,1.0,1943,1,1,2,1947,1,1,2,2,1,4,2,-2.0,4,4,4,4,4,4,4,4,4,-8,-8,-8,2,4,80,80.0,80,80,80.0,80,80,80,80,6,2015,3,16,7,4,47
2995,2,21,64,101,1,1959,1,1,1,4,2.0,1972.0,10000,1,0,120.0,6,165,110,4,4,4,1,1.0,1,1,2,4,1,1,2,5,4,4,5,4,3,5,5,5,4,5,3,3,3,3.0,3.0,1,4,5,4,5,4,3,-1.0,-1.0,-1.0,-1.0,1,1,2,1,20000.0,2,4,1,2,2,2,0,0.0,3,1982.0,1961.0,1982.0,1.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,30000.0,4,4,4,4,4,4,3,4,3,3,3,3,3,5,70,70.0,70,70,70.0,80,80,70,70,0,2015,3,7,7,1,56
2996,2,31,87,131,1,1973,1,1,1,7,4.0,1995.0,30000,1,0,60.0,2,173,140,4,4,4,1,1.0,3,1,2,4,1,1,1,4,3,2,5,3,3,2,2,4,5,5,2,2,2,3.0,4.0,1,3,3,3,3,5,2,-1.0,-1.0,-1.0,-1.0,2,2,2,2,60000.0,3,3,2,2,2,1,0,1.0,3,1999.0,1979.0,1999.0,4.0,2.0,1.0,20000.0,2.0,-1.0,-1.0,1949,4,1,3,1952,4,1,2,2,1,4,2,50000.0,5,5,4,3,4,4,3,4,4,2,2,3,1,5,80,70.0,60,60,60.0,60,70,60,60,6,2015,3,10,8,2,42
